# Replication package checksum manifest
# root: C:/VScode/pipeline
# files: 375
# format: sha256,size_bytes,relative_path
546cc0fb0e02962591658465d9eb8ae6611c130213cb8a6997504506a07c3593,1017,aggregated/mbpp/agentic/strategy_summary_all_runs.csv
af02eefedd74b54cc90855671e75d0feed84b7ac8e9371eab89940964d2b6fa0,51793,aggregated/mbpp/agentic/task_level.csv
af02eefedd74b54cc90855671e75d0feed84b7ac8e9371eab89940964d2b6fa0,51793,aggregated/mbpp/agentic/task_level_all_runs.csv
58588681a72378f1246d40bd5eedb1e0f2078d3f2c9e15851aa8ac367186daf8,1127,aggregated/mbpp/agentic/token_stats_by_agent.csv
c4eccd53a830b04d3a90993b85a98f21ad89a7659cdae1a6852ba1dc50944ed0,1126,aggregated/mbpp/agentic/token_stats_by_agent_all_runs.csv
bc6b1a67a5053c4b78c53a78f9c4c67311a497b4d2e07d0b1a844bc62ae3588c,873,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/accuracy_metrics.csv
fc29442d10558c25728ab2e3751441a2046aea1f561fc3e7589aa17591f068f3,456,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/accuracy_metrics_all_runs.csv
22b5bbe80080b8ad634e00a020196d45c79e86a80de3743c7c848febb52852e1,54557,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/artifact_similarity_complexity_per_task.csv
50197f2e076ef37f181c194a55f0d4a74671ffeff7ada22104da58ed1cff1fcf,309507,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/artifact_similarity_complexity_per_task.jsonl
97bdc662b917ad0758dbe7206e00f5e290ab621ad7300f1140421378a436b284,961,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/artifact_similarity_complexity_summary.csv
a4aa65607015d1b586adc86f9e4647bc8290bb7f785341a3bc9b9f2996a0bcda,807,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/blame_summary.csv
7aed751ea65d3eb8fffa54067d63cc6374da05a068adefc36100d6c84624b866,31609,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/blame_task_level.csv
7681e024c913ec0f1b02a24559fe5a4771fc6c0e00a8540a3dea0f448027a71e,1411,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/data_quality_report.csv
0b3ac8bebff12a7bedbc678d72ad1291be2728742d5d3352b48eb00404d6ed6c,424,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/pass_at_k_report.csv
19030775fd590d7ab94b6bc4b0e56037fdd36a5c1853382fb8e0be9982618e3c,1042,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/strategy_summary.csv
8ab776abed86b9345e2a3dc54b7057c2b1284ca08bfc3974c4e934a4195af1fa,1039,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/strategy_summary_all_runs.csv
b652ac5a8162d684036f1f444ae7039a50c4d218998ff656d1d7563e5c69b01f,60191,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/task_level.csv
b652ac5a8162d684036f1f444ae7039a50c4d218998ff656d1d7563e5c69b01f,60191,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/task_level_all_runs.csv
f4c052f5fc3552b6a4e8ec28c3e3c2b66eeeca756c0beef785cca204dfad2544,1293,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/token_stats_by_agent.csv
885c5807302960102454672d4c9cd8eec22d6b61d082adca1b6d95bac63bc705,1314,aggregated/mbpp/agentic_exec_gate_plus_verifier_loop3/token_stats_by_agent_all_runs.csv
ec9f539bbfd6612eed17ef24c32575de9ca21b1a1736180b04680f3fd588cd92,557,aggregated/mbpp/agentic_no_planner/accuracy_metrics.csv
429c52376da4203a3de37e67ab1056b835ec0d3a6a1503bd3b155bb4cdeef6ba,436,aggregated/mbpp/agentic_no_planner/accuracy_metrics_all_runs.csv
d746014f4967962eb36813a6e283a2caa73a8f6604679e7b5b84c17b714989f2,50983,aggregated/mbpp/agentic_no_planner/artifact_similarity_complexity_per_task.csv
a1f1e62199cf97cdd44f1f2b2d1ed6196bd2d62d995355abc922ec87fd304e19,305841,aggregated/mbpp/agentic_no_planner/artifact_similarity_complexity_per_task.jsonl
6f9f5abab03b39f053332c75c346313fba1bda56a985f3d9a5793c0cb9a4d2b8,839,aggregated/mbpp/agentic_no_planner/artifact_similarity_complexity_summary.csv
130be2ea4fd1e7321672ef8c42b68da36b8ffb3002e4f5acc819763d5ba6e0dd,756,aggregated/mbpp/agentic_no_planner/blame_summary.csv
286c68af34b39ab8645967b259329a2dc6e9077771bf54dbd9846f44c5bf7459,25299,aggregated/mbpp/agentic_no_planner/blame_task_level.csv
2dee58ec0b50ad63ca1208d3f2052f32c2346a2b2f67036fc67619e0bd43a809,1290,aggregated/mbpp/agentic_no_planner/data_quality_report.csv
295a3f995e0d28d0812165b800f414b125b25d3133fbdc6a5a7e2870dccedcd1,405,aggregated/mbpp/agentic_no_planner/pass_at_k_report.csv
ab0d48baf6fe551f17b88405b4b56c0225223873788129f62c881cc23a7811d7,1025,aggregated/mbpp/agentic_no_planner/strategy_summary.csv
22cfc6bea8240f06b1ef2f1e1d5f14e11e29ad63ef4d57b0e884e836355cbd07,1022,aggregated/mbpp/agentic_no_planner/strategy_summary_all_runs.csv
f712f4ba5cbbf851cd883e7bde8298499232ff52264b9d7b676723a90ac8ca4b,47246,aggregated/mbpp/agentic_no_planner/task_level.csv
f712f4ba5cbbf851cd883e7bde8298499232ff52264b9d7b676723a90ac8ca4b,47246,aggregated/mbpp/agentic_no_planner/task_level_all_runs.csv
5f014fcdc410348f0975b4e5f6e0a8886d0d938ab691c59854e7fda6be1dc976,989,aggregated/mbpp/agentic_no_planner/token_stats_by_agent.csv
5f014fcdc410348f0975b4e5f6e0a8886d0d938ab691c59854e7fda6be1dc976,989,aggregated/mbpp/agentic_no_planner/token_stats_by_agent_all_runs.csv
762226d418e8b99b634f319b1c0a1df66a68e472804972e0f9446d9d382511c0,682,aggregated/mbpp/agentic_plus_verifier/accuracy_metrics.csv
7e2649cdbcc6989436e4ed27aa13aa345f770906acb8a59b9b68eb0376fbb7fa,440,aggregated/mbpp/agentic_plus_verifier/accuracy_metrics_all_runs.csv
4a0edf0a499c1ceb463f3b451d3f89e459e2c602376191c8cd9b804509607b69,51432,aggregated/mbpp/agentic_plus_verifier/artifact_similarity_complexity_per_task.csv
33eb95b119f64bb0e46105d0b651be983cd3e0b4e71040747a8743600175f70d,306318,aggregated/mbpp/agentic_plus_verifier/artifact_similarity_complexity_per_task.jsonl
0a384d08fb5b41035a356bb4e21966da54e537075efede483afdd14e91f4de34,846,aggregated/mbpp/agentic_plus_verifier/artifact_similarity_complexity_summary.csv
704f0a76379a97275f0473d415366fc7238677daa74086659f868350fa4f5646,875,aggregated/mbpp/agentic_plus_verifier/blame_summary.csv
086df72fe47976856c6b1d0763d1dab4bd4c19e58963349270993275a3d3e0c4,29628,aggregated/mbpp/agentic_plus_verifier/blame_task_level.csv
844f4799b7355fbdbd6b552361231b6699d901cb2d139b10bb7908d6023f70f7,1319,aggregated/mbpp/agentic_plus_verifier/data_quality_report.csv
89b887d8958a9a59c6dbc197a1124f70e952f7eee0f11f13a372f244845c508c,408,aggregated/mbpp/agentic_plus_verifier/pass_at_k_report.csv
561851d010ec7456b2531e7c494777547ec18d4a8180f90a8a4b3cb14a0d7fa2,1035,aggregated/mbpp/agentic_plus_verifier/strategy_summary.csv
88f8441c9bbc67fb8d02c7ca035c78fc01379d62d5f30f159e47279ac8c0efc0,1032,aggregated/mbpp/agentic_plus_verifier/strategy_summary_all_runs.csv
7b11430717f80f394d6429dc5ef2c42c9c0b44ef0f5a82bec4eb22cf86d9b434,56847,aggregated/mbpp/agentic_plus_verifier/task_level.csv
7b11430717f80f394d6429dc5ef2c42c9c0b44ef0f5a82bec4eb22cf86d9b434,56847,aggregated/mbpp/agentic_plus_verifier/task_level_all_runs.csv
5079ebd3fb44bbaa59fa345c5cc588b1d36319d16a46aea532fa0745a136ed67,1345,aggregated/mbpp/agentic_plus_verifier/token_stats_by_agent.csv
c86cd8c5d117e23fba3ba78e0f968e59793cbbc3e8c0abe36fd0e4b5da065983,1364,aggregated/mbpp/agentic_plus_verifier/token_stats_by_agent_all_runs.csv
ecdfc11e036d82e0ae888bb62e3796f20a5692afcd1c275c9bdfeeed94041154,1000,aggregated/mbpp/monolithic/accuracy_metrics.csv
d44c06e26afdf1f2f93f8a3cc18971b05fb246f6ce4067738825bf38d13e4fc8,429,aggregated/mbpp/monolithic/accuracy_metrics_all_runs.csv
25c2381aa40dabf3d9ae47eeca58a0f80f4c97873dcca2e6bc0692f8c631ccb1,49243,aggregated/mbpp/monolithic/artifact_similarity_complexity_per_task.csv
fc37050dc79f6a7a57cec5b8b88d609a49d611beb87a4f1599f28ef455b34518,304107,aggregated/mbpp/monolithic/artifact_similarity_complexity_per_task.jsonl
8853aca1ab71d5dc40c5821c9265e236409337db145f6c0150ef1891c17c7132,829,aggregated/mbpp/monolithic/artifact_similarity_complexity_summary.csv
d2c67705eea76d2fa83c4fdc1707c3a34ba87e55ff690bd528c8a0d403e445de,744,aggregated/mbpp/monolithic/blame_summary.csv
d78a2f73b83c83580f3682afa92c4ff583188e9d2caced5c116bfe01ffdf1851,23096,aggregated/mbpp/monolithic/blame_task_level.csv
a81b5ae1cc9ffde9642f7bf07f3243e1f9d72207f5828f5b5556465bf48bdf80,1302,aggregated/mbpp/monolithic/data_quality_report.csv
7412b95bf11b1bc0418f2432e72c47ffe20941907236bce908360e7966e727c6,397,aggregated/mbpp/monolithic/pass_at_k_report.csv
41b5f14206c7d9b75caf384794685ee79250fe53482e9ce60eeee4548b2bdb8b,1023,aggregated/mbpp/monolithic/strategy_summary.csv
0df21dd608b8d8260c597d025f72da67deb5972db3f61b15f5b9128ad010f835,1020,aggregated/mbpp/monolithic/strategy_summary_all_runs.csv
d531df9d2c520f0bba28d3d8d86732368d1ccf2121fafc96e3cddcab48633c26,31504,aggregated/mbpp/monolithic/task_level.csv
d531df9d2c520f0bba28d3d8d86732368d1ccf2121fafc96e3cddcab48633c26,31504,aggregated/mbpp/monolithic/task_level_all_runs.csv
a6e7124eee39474e163597baa017b047b458f3006262db0d43dab268bd29466b,783,aggregated/mbpp/monolithic/token_stats_by_agent.csv
a6e7124eee39474e163597baa017b047b458f3006262db0d43dab268bd29466b,783,aggregated/mbpp/monolithic/token_stats_by_agent_all_runs.csv
ab0b1cb77a00a87e4be12e579d155338fe3c4cba93931f3fcee5de52447345e3,1426,aggregated/pass_at_k_report.csv
e70b0a2bcad75c7ab2558363746327ac4b75cd89139de76a5073de31a9cede33,2000,aggregated/planner_impact_report.csv
1597693da2b2fe1f23bac94f1a349d46694f531b029686abf4d7d68adbc2fb81,4585,aggregated/strategy_summary.csv
15b0cd271062321e8dc7668caf80b51b1a7ef192232915fea42c2f63c5914790,4540,aggregated/strategy_summary_all_runs.csv
024a1fa684ee3679bfa48b4406143d18fefa82b03b777138dd500157be427192,1452243,aggregated/task_level.csv
024a1fa684ee3679bfa48b4406143d18fefa82b03b777138dd500157be427192,1452243,aggregated/task_level_all_runs.csv
20d34308f0c65e4f3d6b631013391c4342a8c9ce4ceed0966b1dc59ded8e344b,8747,aggregated/token_stats_by_agent.csv
7fffbf06c12cf4c1fbce968d2548d922dda84dd545858b52e4030df1ae388aa4,8840,aggregated/token_stats_by_agent_all_runs.csv
f30ad8bbd6253f2e5eba94400f069490b9e6f4c24ac634edc321c0c65a5c1946,28320,analyze_artifact_similarity_complexity.py
f11a2521b1b8f819b30b5d62b165a2077e7844cbfc82e7b10935a0c080db6217,31585,build_final_metrics_report.py
56ee65b801681fbcd80a9acaf726eb76fbe002783d9b8985dc78009824539184,8629,build_pass_at_k_report.py
454002e52444600037df0114df3002fd412b488c443cf6b6917fb944ac6ac27d,9241,build_planner_impact_report.py
71d810f754e7b2a2098ec018770d58ab2cf8b576e1bf04d7c5dbbcebed36065d,9800,build_pre_verifier_critic_metrics_report.py
9a19fe221ebd168233d36dc339a84b3a75ca942f16ac545633deda60ad7ac771,1279,checkpoint_eval.py
7ad0efa397dde11dca57936c348074530b9e30afcebd68986486c1fcf8bcba4d,14521,config.py
a6ca7e16319efbc5403714738b6bfa2f67b113b2bc3920e196cc9141650b23e4,14605,csv_logger.py
61d8da78aed3e274ecc905f284c372cad6163fc706f8f104240677d109c327c8,1221240,data/bigcodebench_200.jsonl
9329d3a61b18b3263af9ef771996844e95b1fd7138d2f704f48ce384031029f4,214479,data/human_eval.jsonl
6818c0bfaaa19721cbef05754496beb62c766b2c3d6c50bd0eb135773b9ce0ae,122795,data/mbpp_sanitized_200.jsonl
286d118089d24528fb7fef3a60585002f351d9294fca1fe2db195d366f6c9e3f,3690605,data/swebench_lite.jsonl
64afb2c9bd5ffe5bd4c3153f5ef9d1e47d34508b7064d474194c8b84b9eba115,2637,dataset_utils.py
46491e5df9457252beb6119ee20d608d5effc0ebe3b780534f45c8ffdf69b07f,7801,docs/agent_orchestration_workflow.md
cb85ecefa3420a90a29f762b227b85e48d3ace0c79b472162df09dece15173fa,5802,docs/aggregation_workflow.md
ef7112e90f4fe558ff5e592f1399886ac20e2d3ce737d6fc8f36fa1607c1e355,5949,docs/artifact_similarity_complexity_workflow.md
0f3bd6b83af80ebc80ed9866182717564bfbb3dbb881e2aaae09ce03edd7bbb6,5806,docs/complete_workflow_diagram_bigcodebench.md
35edfcefcb3495f57d623fc89aecafa280333da423449dda2d71da0285afa889,6404,docs/data_contracts_and_file_schemas.md
eb8a76a5bfdd88b489a34698e5ee562eba09639eeded02b186d2db942b9d502c,5032,docs/operations_runbook.md
9d52dc294ab8a40163d6b7fbc77adbec660db6962ea041fd47a6e96d8ab9f634,5553,docs/prediction_conversion_and_evaluation_workflow.md
43d6a8c85591366bf4f08150c9dbe945f823f07db24425c0127f25f94fbdd67a,790,eval_worker_entry.py
fe3f105b25ac9818f308e6d9505f71c331c38d12a0a935dadb387b167ef44c83,7973,evaluation_utils.py
f24509bfec78aea50b5f8b22788d53b9329a1c822600878e84684dbb915a1e29,2939,generate_manifest_checksums.py
07d102d402e3cddd1f2738e431e75bd1ccf8eb892b1339f1cb8f9815dd34ef9a,1512,io_utils.py
daabae028cd3705ee1e6d366ce736a54a5398100d310360eb3f20ff4d740fc73,182185,logs/bigcodebench/agentic/boolean_results.jsonl
a2e3acc0b0ad9f43f3122947d42c275346f9d94445e7e8c0495fcda78f9b0f53,385740,logs/bigcodebench/agentic/predictions.jsonl
1f62f6e39f19defea8e0e2df185c26832615c61bd1ac937f8e23cb455ba16165,376298,logs/bigcodebench/agentic/predictions_executable.jsonl
e8a220706fcc2f9467adc19bee580c4aeb40a22310e9c1caa5e15882baf5c7a4,6178829,logs/bigcodebench/agentic/runs.csv
d60e42a0391abf7062d754672ee536ce70e134e174b75c1d1cd230f4d8837007,134807,logs/bigcodebench/agentic_exec_gate_plus_verifier_loop3/boolean_results.jsonl
62c921b42a276131d1135ce8078a5e08735195473ef3c7136bbc5431b6eae9af,147935,logs/bigcodebench/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_boolean_results.jsonl
1e5f7b2d5da4e7eecb72e703ab0986aba011b9ec792402d7412b7079c4e3ee27,395051,logs/bigcodebench/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_predictions.jsonl
afefd922cc4c5319e3ee4cdf1c4bed66a9cdd4c69eca6e82376457648fe871f2,378072,logs/bigcodebench/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_predictions_executable.jsonl
e703611759644cacbe2e82331c07ff1eb593cb538edaf21d36858b7a4123106f,393380,logs/bigcodebench/agentic_exec_gate_plus_verifier_loop3/predictions.jsonl
e703611759644cacbe2e82331c07ff1eb593cb538edaf21d36858b7a4123106f,393380,logs/bigcodebench/agentic_exec_gate_plus_verifier_loop3/predictions_executable.jsonl
803627e1b3719f917867e10767d82bea41790d433109c9ee5706c2ffa389a9c1,7104648,logs/bigcodebench/agentic_exec_gate_plus_verifier_loop3/runs.csv
a40f2fe0b978a53004dd264619705fb68e4f47a349f71b17377d14653f6511d4,171019,logs/bigcodebench/agentic_no_planner/boolean_results.jsonl
c4c0d80439ed556058e9820d13126da3972371f9708c4f951aa1860b6cd19f05,362422,logs/bigcodebench/agentic_no_planner/predictions.jsonl
a8e3cb912c5457dcaabb8033932d5a044da5faa8aac6905e905466026cf599be,355683,logs/bigcodebench/agentic_no_planner/predictions_executable.jsonl
ed37f8b8b14901e0d49096876f1edb45aea6e7d5a8b2d81af3c0026af49cc385,4607892,logs/bigcodebench/agentic_no_planner/runs.csv
0a7a39a1294502f68a21035e527741681ae05cde6fc1f6a8f9cff9d162cc22d0,155127,logs/bigcodebench/agentic_plus_verifier/boolean_results.jsonl
1203a164551ba6f088fc61f359690f57f65c8c5314a6721dd36a4f282b7c87e8,184576,logs/bigcodebench/agentic_plus_verifier/pre_verifier_critic_boolean_results.jsonl
ecc642119fecffaa992f53ab004934e4b0028b70fd546302ae36fc569c45d257,391761,logs/bigcodebench/agentic_plus_verifier/pre_verifier_critic_predictions.jsonl
221172c7c4fbb203f08ab81f792001b6f0e0b7e12620f2a10c165d5d4a4ac40e,372192,logs/bigcodebench/agentic_plus_verifier/pre_verifier_critic_predictions_executable.jsonl
9eebee4dc41af04ebfbfa293322c5bbe4f24b7ad1861b44e6686afbecafd9b95,389859,logs/bigcodebench/agentic_plus_verifier/predictions.jsonl
d413743b28507f9326adb4b8a479761628e3476c7038cbe7d36e793429647dfa,383806,logs/bigcodebench/agentic_plus_verifier/predictions_executable.jsonl
c2147a388cf054521b7dc1a4c89ce4ff973adc1eea9c488b7a3b1df035a6ebef,8239009,logs/bigcodebench/agentic_plus_verifier/runs.csv
09be35c7a84be8203e0cd3717ce451f69d1d50c1073f496a6a68038bfb6fa8ae,187174,logs/bigcodebench/monolithic/boolean_results.jsonl
95e10c72ee3805259e0a2fd39109c37199f6413840d180b4094bdcf64f52db90,147761,logs/bigcodebench/monolithic/predictions.jsonl
ffdda5b285a5adbd4b25677282db0f479ddbbbb937d6c5b02fb04d979f147c7b,147761,logs/bigcodebench/monolithic/predictions_executable.jsonl
9e93abaea4ce0bfce187e4f68effa22b020fb04c40020b96e743e96cac377194,1905363,logs/bigcodebench/monolithic/runs.csv
5e4247b12eab532ceec19b4a8d7983aca7b0b412c74c4871ed747e166049fdbe,13376,logs/humaneval/agentic/boolean_results.jsonl
7332ef9c12311a10b9cd7833390fc9f52e0e4136d14d286a9c511e052ec3a90f,143760,logs/humaneval/agentic/predictions.jsonl
47a6d2cee84f49243e83866278f45bf2ff12e1a408230536a2a24ad090d0edc4,143760,logs/humaneval/agentic/predictions_executable.jsonl
dab2543b78ae664c6b87c71eb49d52c2875f6d419bba7d646c0e0949fa406240,3025182,logs/humaneval/agentic/runs.csv
9d7e6f3b1338352bd4e18f78ebf7ef53cf6df606398612ecef69d214c0f3b0ff,13376,logs/humaneval/agentic_exec_gate_plus_verifier_loop3/boolean_results.jsonl
13f8ff5479215e0a041f7f34f4f33799eefc61720124550e1b5e14d60fbfd885,13489,logs/humaneval/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_boolean_results.jsonl
9538faadf53b40fe9719243b2744b8002ac0351afb33c73062214d15966dfe69,153723,logs/humaneval/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_predictions.jsonl
1a9d2d604e649420866ec0b935f83c4dc1df941cda3cfc53ceb5d7d41e494444,143886,logs/humaneval/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_predictions_executable.jsonl
0e14f62d9adc0e61191f5c515222ef48f6bdf9e098980c66b6eb36c51c1bfdfd,144676,logs/humaneval/agentic_exec_gate_plus_verifier_loop3/predictions.jsonl
0e14f62d9adc0e61191f5c515222ef48f6bdf9e098980c66b6eb36c51c1bfdfd,144676,logs/humaneval/agentic_exec_gate_plus_verifier_loop3/predictions_executable.jsonl
9a0358ff3367b5bf4f3f73030f1bc5cb8c807c2824fc089267606ec60c9de84d,2292772,logs/humaneval/agentic_exec_gate_plus_verifier_loop3/runs.csv
2f8aef263830c922ef75717c309dccde05bdd5ec8e8ff17c06e4085de54d6a5b,13403,logs/humaneval/agentic_no_planner/boolean_results.jsonl
8553676eb1d4358de855279d82e9e3d3a5e6d50c51e325d5b8ebb360e7a17e35,135581,logs/humaneval/agentic_no_planner/predictions.jsonl
5eee3da2be590e5fd5ff64e5856fe57410de855dc20c0d03a009580e40ba3d7b,135581,logs/humaneval/agentic_no_planner/predictions_executable.jsonl
5418861cd7b5cc9a681006441505af0fe3caead24acd0515bdbe74ee986f5944,1981233,logs/humaneval/agentic_no_planner/runs.csv
6aaf8a502bf6faa8c4e8f0775da5c89a0a1eab506106873dcb5331a72ab96312,15371,logs/humaneval/agentic_plus_verifier/boolean_results.jsonl
b36b2349b685b6ddfc4e002ceef35c36aea21a32c9333a57201cc7d70b9ef694,13449,logs/humaneval/agentic_plus_verifier/pre_verifier_critic_boolean_results.jsonl
fd842bfe4e78fa9309c155f64f2ab59c79df5a42fd54d5e869727a01c689f390,149655,logs/humaneval/agentic_plus_verifier/pre_verifier_critic_predictions.jsonl
428a49ca4b394b07d301c0c6cc569f25cc84661c3aa1b53038b1e5665ad11410,137872,logs/humaneval/agentic_plus_verifier/pre_verifier_critic_predictions_executable.jsonl
fc601619ccde8c59804e21cb1ccee66b27f8ae77a2fcb3723193e3e15904d41c,145079,logs/humaneval/agentic_plus_verifier/predictions.jsonl
4deeae9b4944ba14796759c2864d1f3c14f2894cfc2689d80bcce6e1b503a5d8,145049,logs/humaneval/agentic_plus_verifier/predictions_executable.jsonl
4e83f9c06be94f77950bfef6ddda258cb9d5ca088bff45739f5fe1c7017645e0,4378781,logs/humaneval/agentic_plus_verifier/runs.csv
fee35b1fd3292a85150c4ffc34bcbd0a89d07bc82bff47affa3ac787ed42ba62,13405,logs/humaneval/monolithic/boolean_results.jsonl
387d6b2eddef83fe8370667398b195726f89b8c0dd09604ef7c76298f2f65a04,58853,logs/humaneval/monolithic/predictions.jsonl
4e53315e0cf6b09d72b3220b7a395246225248073ac36a8b6596cecf436c51cb,58853,logs/humaneval/monolithic/predictions_executable.jsonl
63e4535283243cb87e97d3f535de0cbc772c947f9e45d1811a12849dd2bda825,1015816,logs/humaneval/monolithic/runs.csv
fcf3ffd2e02178e5273fe23c353d3770fdd6897be370f60e9a151b0615d25cf8,16695,logs/mbpp/agentic/boolean_results.jsonl
ba9e3fefac07b125103e3801f9bf697fb91b1e27898160e1b434cf485ab2e8f5,102589,logs/mbpp/agentic/predictions.jsonl
d0f4625b96b821b0ecf64cce88912fc5c22237f7c57e9cb3d16bdd378a69fad0,102416,logs/mbpp/agentic/predictions_executable.jsonl
d68725aaf25b522e6efcf7179e1f2a6057fbdb550b5d066fb54b0ef00f898a30,2885102,logs/mbpp/agentic/runs.csv
f0d80346a0920ad6250f03879ad8505237a7cbc486775e5b666612b409bc51b2,16255,logs/mbpp/agentic_exec_gate_plus_verifier_loop3/boolean_results.jsonl
fbb51c0f8e2c860e312b59290f5c4662420d55beae10dd374f9e0ac6a7fbd4bb,16454,logs/mbpp/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_boolean_results.jsonl
69315c9c6fd59c97ba1f1c9a933ad327d4860344cfd36e4c4ed8596a396d93e1,113683,logs/mbpp/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_predictions.jsonl
c4a9f29a909dc6449af1566b29c5b4dd45de6290b9d69d032c10681700a70aa3,97956,logs/mbpp/agentic_exec_gate_plus_verifier_loop3/pre_verifier_critic_predictions_executable.jsonl
1b286b26929f609b1844cd4042ec32ab1765fc9233c8ed855d022c17b2ad6dda,103036,logs/mbpp/agentic_exec_gate_plus_verifier_loop3/predictions.jsonl
f444b4666c57f27b7af43f9d0c4f94faf2716ebfb8bbc2dae0232ebc7cab829e,102869,logs/mbpp/agentic_exec_gate_plus_verifier_loop3/predictions_executable.jsonl
758121342d943d963d40a948a7f42bee3688e7ab6ab53dabddc5cd0d679c5cd1,2822902,logs/mbpp/agentic_exec_gate_plus_verifier_loop3/runs.csv
f0532338c82a543c06b22c6f3106b89b428e20b00b6fc2a3fa508133aa6cbb77,16448,logs/mbpp/agentic_no_planner/boolean_results.jsonl
4e2422dfbd02eb5dc2ce6048e86a79ec20b4e1bf39afe586fca75a2438474b67,103335,logs/mbpp/agentic_no_planner/predictions.jsonl
a5c84599dbc20131eda7036925a5d37186ea2990106665759161ead3ef03ff39,103185,logs/mbpp/agentic_no_planner/predictions_executable.jsonl
24ab659435ed5371e596cda8e85099341930e116471c5913674a5f49a48ea2ff,1604180,logs/mbpp/agentic_no_planner/runs.csv
3145b2db5b813c1ab509ad5c8931402f94c6b796a0092799fc824981e3c90e82,15966,logs/mbpp/agentic_plus_verifier/boolean_results.jsonl
383a36c768fc39df38b91122c2d5ba89a5a600a5633156e99b7cc52f3d0d0f48,16698,logs/mbpp/agentic_plus_verifier/pre_verifier_critic_boolean_results.jsonl
17e2bb2d76eb8b6b105a4139cf8a67400bd59838b8c8119c56c41e1131630cb0,107700,logs/mbpp/agentic_plus_verifier/pre_verifier_critic_predictions.jsonl
5cbaa15b92704eb41c366b674ff445f87db023defbf75e03501c7718923a58e5,97100,logs/mbpp/agentic_plus_verifier/pre_verifier_critic_predictions_executable.jsonl
0e8df2ba00ffa067ae61e27a98868fc66a6ae2bfbb36cd8f47341e6d9a9b2215,97652,logs/mbpp/agentic_plus_verifier/predictions.jsonl
4788e5357e13edb7b50aff80333752f0ba3bb94fb263b43bf2c6f89d8c0e3a6e,97652,logs/mbpp/agentic_plus_verifier/predictions_executable.jsonl
ca3d6b10559362a416f32b7696484fe80fc6893f1444fc14630f5b86f18fd60f,3670552,logs/mbpp/agentic_plus_verifier/runs.csv
ddd796a58293bde672116628ef1804a9cb003590ec319bb8a0f9a07a41633931,16410,logs/mbpp/monolithic/boolean_results.jsonl
732f4347633b890a3638afcbce920defabe59cd19a9f88ac0e5e44451836e7af,58422,logs/mbpp/monolithic/predictions.jsonl
3c2e574b34d366f71daed5af25241f5f5535a6b6dfd4e56afdac3f2f15f66722,58422,logs/mbpp/monolithic/predictions_executable.jsonl
cd50bd5ca78dbea0e009516824e8a67c740384bec3bd5e196b6c83389c623643,1134743,logs/mbpp/monolithic/runs.csv
9811a839687b19734ed523bb0413841c51b4ca536641ceb1214a71d8d56b5483,4225,openrouter_client.py
c3ead8fba92026ca338a62424e42319f581b1c710e8d9889c4dbbac75648d070,34763,orchestrator.py
cae34ab498626d1245f769692047137e532cdb13b37c3806cd05d52c27800347,13750,README.md
c782f5101735e49e51a2cd9d73e68005fc1cee0b75fe5597252144a84662ac47,5014,reformat_executor_token_results.py
c52930c8b1866b358d0d0e7b77191d57dd586e3c3d8dc4425ed223e1a246f813,7971,reformat_results.py
7e818fe1aeba350b49f6aadbd9673c246eb067c5a6b31775236e1ab779096f41,5404,REPLICATION.md
a82b9cf0e0ab918291baf5417d0fbf96ccde778360b369f46c336c83a3c25542,3050,report_utils.py
062b15b392b43d3052b9b236130829413bd960ddecb3f9dd04b435be2c027652,126,requirements.txt
058d2645aabea5b66afa7fe4c246421c054f2cb52e325f0cb4aaae3f3a37e6d2,3419,results_formatted.csv
aa0c23aff04dd4c7cfd1708809e5aa3a8093e789aace621b2c695385d325ac1d,1781,results_formatted_agentic.csv
3c08349bcdc8a821cb9824e921dc6c389311b3b7a6536e4d0826a445d7dccce0,1929,results_formatted_agentic_exec_gate_plus_verifier_loop3.csv
4d16146e24835bd3d2aaa4a500133b630d443ed3eb115629b009805c8e1261a3,1777,results_formatted_agentic_no_planner.csv
